system:index,consistent_change,latitude,longitude,.geo
53,1,-2.9535259068923674,-42.50131730108385,
54,1,-7.1705771766630475,-57.325405951152604,
55,1,-14.547991447494617,-40.57631747874413,
56,1,-18.593105171884822,-45.69617560905493,
57,1,-13.40425642775364,-57.45718880333294,
58,1,-11.292496857845471,-48.560094566356376,
59,1,-2.768113632250098,-52.08211930080378,
60,1,-4.004824283897443,-47.476456839122996,
61,1,-13.024808051741555,-60.94552671462586,
62,1,-4.611995584433827,-39.45737596084485,
63,1,-4.8418744656400134,-46.99594799364746,
64,1,-9.580128263256839,-55.19127833066986,
65,1,-12.912428809698202,-53.486725079053066,
66,1,-5.1577221195364364,-44.40260159992282,
67,1,-1.6944472046704453,-47.17543138741455,
68,1,-9.587135122472972,-64.19374495047364,
69,1,-17.800252102120933,-48.61022055921025,
70,1,-17.920985676306596,-53.67779673998529,
71,1,-12.566397762255363,-47.30236333706063,
72,1,-8.792395590612433,-48.01625449335042,
73,1,-3.158341791671618,-39.781308452298354,
74,1,-11.682455522681757,-61.33467689570644,
75,1,-4.0627656197231525,-47.343865503186954,
76,1,-6.104995586640471,-55.66666677902591,
77,1,-16.561924482962173,-52.33679168385167,
78,1,-21.050087305480123,-46.0492135157139,
79,1,-6.372873204364914,-60.09284584693961,
80,1,-20.884617630145307,-54.19414836529719,
81,1,-12.85017556050872,-40.287958272541765,
82,1,-12.161077906060637,-63.89568393920278,
83,1,-13.705281879462092,-43.91292993854927,
84,1,-15.922952821367957,-40.269093651575254,
85,1,-15.808148128057482,-46.22249853402056,
86,1,-4.7424309636879824,-43.122232825467265,
87,1,-4.236859121785515,-50.69637814352101,
88,1,-4.7990248265875115,-62.63202382903185,
89,1,-24.033661858626292,-50.43604637418317,
90,1,-8.280355878664306,-45.35041405619732,
91,1,-10.204277722663083,-64.68179964433578,
92,1,-6.287982410015618,-39.79828661116821,
93,1,-17.218682787181955,-50.954284461591726,
94,1,-20.313828098615765,-55.83456190562785,
95,1,0.49600478412659577,-62.22832094034854,
96,1,-2.7524829463064178,-55.31308988319647,
97,1,-5.5077955857578145,-49.459128502703194,
98,1,-2.900974462771374,-51.520223090587024,
99,1,-11.743361298945057,-40.189053759760206,
100,1,-2.9214560512493,-51.75899529310599,
101,1,-13.830596861596767,-53.97963067544945,
102,1,-13.40964631945836,-47.288349618628374,
103,1,-7.414469776301497,-51.35421442608174,
104,1,-10.566208950634838,-69.45832167305609,
105,1,-20.583861673022092,-45.084422900569535,
106,1,-14.016009136239035,-46.38392579057684,
107,1,-9.482571223401461,-64.56968989687766,
108,1,-2.6689396248833015,-46.62431496060722,
109,1,-2.512363270861269,-47.07490990712157,
110,1,-23.513806803706323,-49.70463806985306,
111,1,-2.082788901995314,-50.76348229524474,
112,1,-9.382858226864194,-64.46835993282897,
113,1,-7.305863458451447,-57.97407941781531,
114,1,-19.0108217790004,-42.562223077347156,
115,1,-7.430908946000884,-46.347544021569995,
116,1,-20.01819253861203,-55.27859457628628,
117,1,-19.420184053973664,-45.900721999248944,
118,1,-19.418297591877014,-47.980681208099284,
119,1,-15.055988740664205,-39.46815574425429,
120,1,-15.687414553871818,-49.56477038011565,
121,1,-9.951761296297086,-43.27638372822217,
122,1,-7.896595589288444,-37.26692397204781,
123,1,-9.359142703363435,-37.20601819578451,
124,1,0.8043065896364157,-60.28822942123561,
125,1,-9.701939815783447,-63.219791519431254,
126,1,-3.53347825431993,-53.716064971088784,
127,1,-5.288965982546299,-39.41210087052523,
128,1,-6.491720316453926,-52.83643464487895,
129,1,-11.0071020920807,-44.77315665462212,
130,1,-8.094674109436799,-55.26485035243925,
131,1,-6.300109666351232,-46.91752506934383,
132,1,-12.409551913648095,-64.17514982409237,
133,1,-3.3876816837073305,-51.31702417331918,
134,1,-5.982914539528628,-42.60453372722918,
135,1,-15.564255528419032,-55.87660306092464,
136,1,-25.650359875456196,-51.80588735093703,
137,1,-15.636480077262242,-53.08302219036975,
138,1,-15.724065817463895,-57.71293916472177,
139,1,-13.172491084450805,-53.76646045852789,
140,1,-19.521783512607584,-42.4528082757414,
141,1,-3.6838562328815376,-40.471753579672615,
142,1,-7.569429162812116,-47.51715052149361,
143,1,-6.18449648928505,-51.23779276525984,
144,1,-22.962959871484234,-52.694410998459645,
145,1,-27.553261141806573,-53.27705829173957,
146,1,-0.20468113748663086,-48.99937074029082,
147,1,-4.4680854759178805,-68.57168448763014,
148,1,-15.233046683164165,-49.140046913783934,
149,1,-8.629081871959503,-45.62125611435936,
150,1,-4.617385476138543,-41.03472776823032,
151,1,-10.579953174481865,-67.79554008215086,
152,1,-6.593050280502607,-50.89715160952172,
153,1,-3.986229157516168,-42.111628130832806,
154,1,-8.045895589509108,-63.87681931823627,
155,1,-9.931010213233925,-42.16822199373233,
156,1,-13.26573621094241,-58.979833209915526,
157,1,1.0460432325929787,-59.84706678520452,
158,1,-4.953984213098129,-55.98278392750757,
159,1,-5.2444993759823815,-49.46990828611263,
160,1,-14.930404263944297,-53.12991424820079,
161,1,-4.209370674091457,-39.58808083468424,
162,1,-9.010416710068238,-54.56739836584885,
163,1,-7.598265083432351,-36.81093913382875,
164,1,-1.660221392345492,-45.69860106032205,
165,1,0.916685831679767,-60.40599855498368,
166,1,-11.320524294710001,-37.86789689712377,
167,1,-4.859930602850816,-44.5287250658132,
168,1,-6.783313457679122,-55.233858475137126,
169,1,-7.799038549433065,-51.063429768612245,
170,1,-2.2070259057890445,-47.83865756167999,
171,1,-7.153599017793188,-40.1176376946727,
172,1,2.2905692272121634,-60.139737904770655,
173,1,-7.417434216739092,-55.39851966671623,
174,1,-11.047526279866076,-52.47261695481054,
175,1,-6.2931028071350985,-53.550864790339205,
176,1,-9.880075736624349,-47.50583174891371,
177,1,-9.583901187450142,-42.54416694013635,
178,1,-18.071902644038676,-43.94176585916951,
179,1,-20.61135012071615,-52.109877243083076,
180,1,-18.26270481038566,-51.53774023862735,
181,1,-11.462547941129298,-49.14058590295441,
182,1,-3.251047928992752,-45.82957542874668,
183,1,-9.618935483530802,-64.16922094321718,
184,1,-1.4039320417861925,-53.76619096394265,
185,1,-7.920580607374437,-55.002093131834286,
186,1,-17.62076870835385,-49.13330954915304,
187,1,-12.064868339131436,-57.45099042787251,
188,1,-29.370732624637192,-53.64087598180798,
189,1,-11.389245413945144,-53.92600125298751,
190,1,-5.340169953741111,-50.79016225918309,
191,1,-5.273065802017382,-50.57268012889775,
192,1,-6.878984035437852,-46.78035232545878,
193,1,-6.222495225803304,-53.66674746199062,
194,1,-5.374126271480828,-57.73072580734733,
195,1,-10.205086206418791,-61.98442834071009,
196,1,-9.021735482648147,-50.82277110399663,
197,1,-15.325213831314827,-50.900116049959315,
198,1,-14.9950829644009,-39.66596476981741,
199,1,-22.531499040521627,-42.77620177802443,
200,1,-9.648579887906745,-61.84375216721698,
201,1,-6.402517608740857,-54.920705767093054,
202,1,-12.206891985550733,-60.71537833883444,
203,1,-9.088839634371872,-62.56087725852959,
204,1,-7.080835479779508,-40.39279166619851,
205,1,-19.52393946928947,-55.49715468491256,
206,1,-12.758277906943295,-53.26681749750061,
207,1,-10.145527903081668,-54.69675576676207,
208,1,-2.431514895290513,-50.84945106793498,
209,1,-3.2672176041069028,-45.882396367452905,
210,1,-16.256048128719474,-44.908173441825284,
211,1,-3.103903885453975,-68.07877889123375,
212,1,-16.98287502510058,-52.84856190121456,
213,1,-13.542237655394402,-49.154869115971906,
214,1,1.9445381797693235,-57.31812959735124,
215,1,-2.0372443170904555,-50.87020215099814,
216,1,-22.82524813842871,-53.56811244379429,
217,1,-2.8034174229159943,-67.19564513541584,
218,1,-16.352257695648674,-53.0743983636422,
219,1,-15.1656730368552,-42.26146712022394,
220,1,-11.648768699527274,-41.08027235313518,
221,1,-11.367416352541039,-61.54703862887229,
222,1,-4.03419919368815,-40.236215312176476,
223,1,-27.218279372358403,-53.715795476503544,
224,1,-18.527617987672507,-46.66042723502882,
225,1,-5.949227716374147,-44.08513697851498,
226,1,-9.633218696548305,-64.10238628607868,
227,1,-15.315242531661099,-49.6628664091415,
228,1,-7.0800269960238,-52.91566605293829,
229,1,-7.470794144615792,-51.01977164580404,
230,1,1.462951355952848,-60.29577526962221,
231,1,-10.40424270490809,-47.631146731048375,
232,1,-9.054613822046921,-72.20069857241617,
233,1,-19.436623223673053,-55.396633204619576,
234,1,-6.326250641119109,-50.724675074970776,
235,1,-12.899493069606883,-46.84907344469392,
236,1,-9.964427541803172,-54.11141352762978,
237,1,-5.899371218105514,-46.85284636888723,
238,1,-8.544999561365916,-42.17765430421559,
239,1,-4.796868869905624,-46.82832236163076,
240,1,-10.200235303884543,-49.456972546021305,
241,1,-13.190547221661607,-41.01047325555909,
242,1,-12.879550470299428,-55.127677608554194,
243,1,-5.634997029989138,-46.69438355276854,
244,1,-27.349523235368267,-52.2370786873144,
245,1,-9.636183136985899,-56.886938260973864,
246,1,-6.653417067595439,-69.87873322602404,
247,1,-11.365799385029625,-50.798516591325395,
248,1,-23.502218536541182,-48.40405720150481,
249,1,-23.427838031016087,-51.88943067236015,
250,1,-13.352513467388356,-56.60881984901046,
251,1,-7.039602808238421,-38.41335393764115,
252,1,-5.233989087158183,-35.95556332029013,
253,1,-20.36826600483341,-51.70752182732594,
254,1,-9.392290537347446,-67.40612040648504,
255,1,-17.650952101900266,-57.19038916394944,
256,1,-9.17750335291447,-45.75950683658536,
257,1,-5.524504250042438,-45.24019077083586,
258,1,-6.439438366918169,-52.61949150376408,
259,1,-6.21441038824623,-46.725914419241136,
260,1,-8.399202990753317,-61.90492743806551,
261,1,-13.847305525881389,-51.65119745901165,
262,1,-7.984450824075334,-47.15063788557285,
263,1,0.055381137265969826,-60.482804511775896,
264,1,-8.424265987180252,-71.14886120624062,
265,1,-3.111719228425815,-45.789420735546535,
266,1,-11.053185666156029,-42.81608697663933,
267,1,-9.065932594626826,-72.65749189439094,
268,1,-12.28962682321814,-44.594212250025514,
269,1,-12.552114549237864,-44.98875232281081,
270,1,-9.792489996422695,-69.03791012008816,
271,1,-1.339253341329587,-53.348204862241836,
272,1,-9.897862379249915,-50.51096586887874,
273,1,-8.15584938028534,-54.86249493668211,
274,1,-11.350707688256417,-39.6231151307649,
275,1,-5.777020676408434,-55.28209800589434,
276,1,-7.422015624688101,-55.469396742633265,
277,1,-0.9460607414704718,-47.186750159994446,
278,1,-14.408932241512915,-51.760073271446934,
279,1,-15.341653001014212,-40.0033719905327,
280,1,-6.23192753628656,-51.95114493237916,
281,1,-12.57313512688626,-44.974469109793304,
282,1,-16.80608657718586,-45.685934814815965,
283,1,-10.839745954649231,-53.74840432131708,
284,1,-4.227696305887496,-50.34630467729963,
285,1,-7.5799394516363146,-36.56974148004265,
286,1,-20.99834434511484,-48.92687669686238,
287,1,-19.253097411127435,-40.33835375998087,
288,1,-2.4641237401040508,-54.27796118130554,
289,1,-23.317345251069383,-47.29373951033308,
290,1,-11.542587832944346,-56.3775934948781,
291,1,-21.939688931343685,-57.226501438371045,
292,1,-10.222872849044357,-61.92972093990721,
293,1,-15.060031159442744,-50.656492944906105,
294,1,-8.754396854094175,-71.075019689886,
295,1,-9.189091620079612,-68.30784928868422,
296,1,-14.5711679818249,-48.069614421227115,
297,1,-12.210664909744033,-47.03071279514289,
298,1,-9.80057483397977,-51.62855991385184,
299,1,-10.206703173930205,-54.46687688555588,
300,1,-7.858327358184954,-39.16362686293777,
301,1,-5.2345280763286555,-62.59941498421831,
302,1,-12.241117797875685,-47.762121099473006,
303,1,-8.743886565269978,-48.07446532376136,
304,1,-2.961610744449442,-50.503420020492136,
305,1,-23.166428283337304,-54.11168302221502,
306,1,-25.466295073740106,-52.35700377774435,
307,1,-16.899870692847934,-45.59807958002908,
308,1,-2.278172476291311,-56.355494938888754,
309,1,-18.46374777097161,-40.912377226533245,
310,1,1.4133643522694506,-51.03971424511149,
311,1,-8.84979793726767,-51.557952332520046,
312,1,0.8167033405572646,-66.87602455732612,
313,1,-18.434103366595664,-50.327170561747884,
314,1,-15.960951557886212,-56.957815336890896,
315,1,-3.1688520804958165,-51.193595653281164,
316,1,-6.297414720498874,-50.77291460572799,
317,1,-16.478920150709527,-54.431034105719505,
318,1,-15.22038043765808,-51.74444258550325,
319,1,-2.739008217044625,-45.02297813513576,
320,1,-20.167223044247457,-51.693777603478914,
321,1,-3.2389206726571382,-55.02392219323839,
322,1,-5.10678764292686,-49.12387723866979,
323,1,-14.323771952578383,-43.91400791689021,
324,1,-10.262219058488792,-41.633275242039154,
325,1,-21.47130734220377,-54.58383753554824,
326,1,-0.7239972032361264,-61.92298357527632,
327,1,-10.874241261559423,-48.98185359225049,
328,1,2.9890991921435033,-51.4329068449706,
329,1,-9.338661114885511,-36.889092563547145,
330,1,-9.608964183877077,-68.5503944153965,
331,1,2.3059304185706075,-61.45999187784111,
332,1,-2.874833488003497,-46.819159545732745,
333,1,-9.392021042762213,-64.45192076312959,
334,1,-5.058009122999169,-43.925057194884886,
335,1,-16.16199451847216,-53.038016594635366,
336,1,-8.84333006722201,-54.76439890765626,
337,1,-0.766307853118156,-61.82596552459141,
338,1,-15.058414191931327,-39.46842523883952,
339,1,-2.3105118265196127,-48.52371279734953,
340,1,-27.160877025703165,-48.49272092004741,
341,1,-1.9181277104162069,-46.00393842539428,
342,1,-6.572568692024682,-58.49070053771245,
343,1,-9.352674833317778,-51.24776406491357,
344,1,-3.7202380018883785,-46.57769239736142,
345,1,-16.849744699994066,-53.01672652240173,
346,1,-5.927668149555278,-49.293658827368375,
347,1,-3.7326347528092283,-42.721763871806786,
348,1,-14.366891086216121,-50.17086370231109,
349,1,-6.212254431564342,-55.62058320495058,
350,1,-10.802555701886686,-45.23641784664256,
351,1,-10.6050161709088,-41.87420340124002,
352,1,-13.803647403073182,-51.01492074326979,
353,1,-12.979802456007167,-53.43579060244349,
354,1,-14.347756970664374,-44.72949853181392,
355,1,-9.23086328079117,-67.61659567755426,
356,1,-7.5392457692657,-57.74069710700106,
357,1,-3.2491614668961004,-68.2113702271698,
358,1,-14.215165634728333,-51.74471208008849,
359,1,-6.772533674269687,-47.4201324708087,
360,1,-9.14246905683381,-61.764790253742866,
361,1,-9.884118155402884,-37.03515862874497,
362,1,-23.746380630764868,-46.403329400713815,
363,1,-7.383208404414138,-39.25121260313942,
364,1,-22.9168762974089,-44.737044380200516,
365,1,-7.275949559490267,-72.5774520025759,
366,1,-9.415467071677732,-63.511384660656454,
367,1,2.8608197695712354,-61.652950000869986,
368,1,-9.005565807533994,-48.21325503515783,
369,1,-6.142724828573491,-50.87478355894714,
370,1,-10.382413643503984,-64.04417545566774,
371,1,-12.073492165858983,-48.09494691223929,
372,1,-4.054680782166076,-53.599912804852124,
373,1,-14.138629172521352,-41.65402632510232,
374,1,-4.520636920038872,-49.14408933256247,
375,1,-10.111841079927185,-37.16047361087965,
376,1,-10.834086568359279,-68.6210019967283,
377,1,-12.135206425877993,-63.93853357825529,
378,1,3.875466882984235,-63.70218682700344,
379,1,-4.22607933837608,-49.76392687860495,
380,1,-22.169298317964635,-46.97411893224336,
381,1,-2.3404257254807925,-46.27963138609056,
382,1,-21.09913531999305,-45.541755211714786,
383,1,-10.005929707929493,-43.17720972085538,
384,1,-13.094876643902879,-47.172197452391714,
385,1,-16.240956431946266,-44.630863513617584,
386,1,-10.137712560109826,-59.20998158570695,
387,1,-17.154812570481056,-45.54633661966379,
388,1,-16.520691811421084,-43.97491369315351,
389,1,-8.913398659383333,-69.37154441661015,
390,1,-2.2186141729541857,-44.75078860404754,
391,1,-2.227507494266969,-56.39079872955466,
392,1,-9.196098479295745,-62.376542962228264,
393,1,-11.16179198400608,-52.4542913230145,
394,1,-16.765123400230006,-51.98860467972694,
395,1,-6.358589991347412,-52.81110215386677,
396,1,-14.940914552768493,-52.949622370678,
397,1,-7.288346310411117,-55.119592770997116,
398,1,-6.461267428322274,-50.108340958536374,
399,1,-8.555509850190113,-41.67935881611449,
400,1,-3.5022168824325695,-58.91919692823746,
401,1,-6.4353959481396315,-52.64590197311719,
402,1,-10.893914366281638,-69.64238647477218,
403,1,-20.42917178109671,-43.97949510110253,
404,1,-9.884657144573357,-53.81200504343275,
405,1,-23.503296514882127,-46.21845611524202,
406,1,-4.1646345729423055,-49.383131029666686,
407,1,-9.264819598530888,-44.455692033214284,
408,1,-15.20906166507817,-52.899496377824136,
409,1,-20.597605896869123,-47.27056297600281,
410,1,-7.0007955879644586,-52.32143049249322,
411,1,-0.8215542430915068,-49.548331210416265,
412,1,-4.685567606203215,-41.56940502533826,
413,1,-8.422649019668835,-50.007010994487686,
414,1,-21.858301566602456,-41.02664293067325,
415,1,-9.694393967396842,-58.46617653045598,
416,1,-17.094984772558696,-49.728353593353816,
417,1,-14.761161664416178,-58.303940790144,
418,1,-15.066768524073641,-44.19913318806975,
419,1,-10.130705700893692,-57.61430414652544,
420,1,-6.314392879368731,-51.06396875778272,
421,1,-4.719523923942934,-50.430925977063694,
422,1,-12.543490722510317,-60.15994999866334,
423,1,-8.447173026925299,-47.03691117060332,
424,1,-11.398947219013635,-40.70783083633923,
425,1,-5.799119232397774,-36.675383357455104,
426,1,-8.516972124501386,-48.61264601047736,
427,1,-9.399027901978343,-48.5414994399751,
428,1,-4.418228977649247,-51.265820202124374,
429,1,-18.278874485499813,-41.78742614479407,
430,1,-5.699945225030979,-44.72249167259778,
431,1,-9.27047898482084,-58.96393302938661,
432,1,-16.073869789100037,-57.325405951152604,
433,1,-20.030319794947644,-56.434456852362864,
434,1,-5.93278854667476,-45.40107903822167,
435,1,-9.489308588032355,-64.44572238766916,
436,1,-4.380769230301461,-47.05739275908124,
437,1,-9.26589757687183,-58.122301439695036,
438,1,-0.5143304159226298,-52.0656801311044,
439,1,-21.42576275729891,-52.17482543812491,
440,1,-15.664777008712004,-43.992969830364316,
441,1,-15.018798487901659,-41.680975783625904,
442,1,-10.81980335534178,-53.84757832868388,
443,1,-16.180589644853434,-59.47893718177234,
444,1,-6.850956598573322,-59.03400162154794,
445,1,-3.7294008177863978,-59.62203880653257,
446,1,-1.639739803867566,-51.88943067236015,
447,1,-19.329903367919652,-45.65063102415007,
448,1,-9.266167071457065,-68.37360596748178,
449,1,-29.67391403302753,-50.42176316116567,
450,1,-9.814319057826797,-54.49247887115328,
451,1,-5.836848474330794,-50.19026731244807,
452,1,-2.90124395735661,-45.2261770524036,
453,1,-8.509426276114784,-51.4366797691639,
454,1,-17.7789620298873,-52.597931936945216,
455,1,-19.434467266991167,-45.04049528317609,
456,1,-1.4168677818775128,-55.712480858516,
457,1,-6.262919413588684,-44.35247560706895,
458,1,-12.48932231087791,-48.69672832107095,
459,1,-1.1683937742900534,-47.472414420344464,
460,1,-19.572179000046688,-43.54318336760567,
461,1,-11.700242165307323,-48.07716026961372,
462,1,-15.642678452722667,-60.21519638863669,
463,1,-11.339119421091276,-40.85335791236659,
464,1,-21.161927558353003,-53.16899096306,
465,1,-31.382509703422862,-53.604494212801136,
466,1,-11.539353897921515,-41.75077488120199,
467,1,-7.7788264555403765,-72.07403611735532,
468,1,-4.5448914327100995,-46.283673804869096,
469,1,-20.760650120936816,-56.145019667819554,
470,1,-6.567987284075673,-53.41477002479509,
471,1,-4.483446667276323,-44.85589149228953,
472,1,-6.2755856590947685,-52.52516839893153,
473,1,-9.92669829987015,-36.62337090250459,
474,1,-1.1085659763676938,-51.98051984216987,
475,1,-0.595178791493387,-49.81378337687358,
476,1,-1.9566654361049336,-59.47112183880049,
477,1,-7.718729163032779,-53.30239078275174,
478,1,-7.1554854798898395,-37.204940217443564,
479,1,-1.3608129081484543,-48.120818392421924,
480,1,-29.321145620953793,-54.88055107389292,
481,1,-28.45040861605674,-53.618507931233395,
482,1,-15.080243253335432,-53.0097196631856,
483,1,-2.4250470252448517,-56.050157573816534,
484,1,-11.901824115063743,-51.87568644851312,
485,1,-12.870657148986645,-57.00255143804005,
486,1,-12.993546679854198,-47.14902091806143,
487,1,-15.797368344648046,-54.334285549619835,
488,1,-9.583631692864905,-42.46870845627031,
489,1,-17.127054628201762,-55.76395432429605,
490,1,-19.461147230929516,-45.545797630493325,
491,1,-10.18622158545228,-36.336628663813634,
492,1,-8.538801185905491,-70.11588846103159,
493,1,-5.072831325187141,-42.95379870969485,
494,1,-19.553583873665414,-50.572949623482984,
495,1,-6.669856237294826,-55.01502887192561,
496,1,-23.15969091870641,-50.4460176738369,
497,1,-10.417447939584644,-64.39721336232671,
498,1,-1.8291944972883742,-45.55846387599941,
499,1,-8.660882233017333,-70.98985940095147,
500,1,-11.191975377552495,-47.56997146019984,
501,1,-2.916066159544582,-40.213577767016666,
502,1,-22.335037487884687,-49.15972001850616,
503,1,-1.3462602005457187,-52.27103500505412,
504,1,-5.2321026250615335,-44.325795643130604,
505,1,-2.7759289752219365,-49.16888283440417,
506,1,2.1862748227258866,-60.26074097354155,
507,1,-5.771900279288952,-59.878867146262344,
508,1,-5.3679278960204035,-35.845070540343436,
509,1,-2.342312187577444,-55.43624890864925,
510,1,-13.698544514831198,-46.48336929252886,
511,1,-10.005660213344257,-53.21507453713532,
512,1,-27.96424038429126,-55.17699511765235,
513,1,-19.257409324491206,-39.93545935505326,
514,1,0.5313085747924928,-50.94242669984135,
515,1,-8.555509850190113,-51.09900305386338,
516,1,-3.114953163448644,-60.19606227308495,
517,1,-6.003935117177025,-39.707197441358495,
518,1,-13.191625200002552,-53.58724655934604,
519,1,-9.096654977343714,-63.83019675499047,
520,1,-1.321466698704021,-50.63250792682011,
521,1,-3.96143565567447,-53.69854782304845,
522,1,-11.134303536312022,-49.60735052458291,
523,1,-0.9420183226919345,-52.0769989036843,
524,1,-0.16210099301936598,-50.38861532718166,
525,1,-8.086050282709252,-61.549464080139416,
526,1,-3.2734159795673277,-59.97157328358348,
527,1,-8.375756961837798,-37.86762740253854,
528,1,-3.463948651329079,-59.9130929585873,
529,1,-9.963080068876991,-58.39826389497655,
530,1,-14.152373396368379,-40.789757190250924,
531,1,-2.9133712136922236,-53.95429818443728,
532,1,-10.627923210653847,-44.53815737629645,
533,1,-3.4682605646928524,-44.323639686448715,
534,1,-18.379126471207552,-54.730981579087015,
535,1,-7.82275407293382,-71.9010205936339,
536,1,-17.537225386930736,-49.808123990583624,
537,1,-9.681997216475992,-63.85256480556505,
538,1,-5.861372481587257,-46.547778498400234,
539,1,-10.829505160410271,-50.58750233108572,
540,1,-21.911122505308686,-46.61838607973203,
541,1,-4.745395404125577,-46.92022001519619,
542,1,-10.422298842118892,-53.00756370650372,
543,1,-18.277527012573632,-53.98367309422798,
544,1,-13.446836572220906,-44.45542253862905,
545,1,-27.26975283813845,-48.73230160632209,
546,1,-18.389367265446513,-52.01663211659147,
547,1,-3.2397291564128468,-44.93108048157033,
548,1,-9.316562558896173,-51.00656641112748,
549,1,-5.9004491964464565,-53.5222983643042,
550,1,-12.791695235512542,-42.39998733703517,
551,1,-13.398327546878452,-45.230758460352604,
552,1,-14.537750653255653,-49.411158466531205,
553,1,-9.316562558896173,-62.37923790808062,
554,1,1.9693316816110222,-61.30287653464861,
555,1,-9.939095050791,-40.66093877850819,
556,1,-8.492448117244923,-36.494013501591375,
557,1,-15.658309138666343,-50.772106121972286,
558,1,-6.559902446518596,-42.07713282392261,
559,1,-3.734790709491114,-49.58174853898551,
560,1,-15.98655354348362,-53.081405222858336,
561,1,-11.609691984668075,-40.57497000581795,
562,1,-5.945454792180844,-51.259891321249185,
563,1,-4.8631645378736446,-42.655468203838765,
564,1,-5.964319413147355,-39.10002614082211,
565,1,-14.994813469815668,-54.642048365959184,
566,1,-18.15086455751278,-40.34859455421983,
567,1,-11.398947219013635,-44.739200336882405,
568,1,-11.478717616243447,-53.54816984448684,
569,1,-9.353752811658719,-65.50187166720849,
570,1,-5.924164719947211,-46.58065683779901,
571,1,-7.261935841058004,-38.21015502037331,
572,1,-4.2123351145290515,-48.5633285013792,
573,1,-15.191814011623077,-56.4662572134207,
574,1,-17.82235065811027,-42.42316387136545,
575,1,-17.171521234765677,-45.42317759421101,
576,1,-11.868945775664969,-56.96940360405604,
577,1,-6.026303167751602,-39.91632523950152,
578,1,-2.8362957623147684,-45.439616763910394,
579,1,-8.314581690989257,-49.90648951419472,
580,1,-15.120397946535576,-58.55834367860665,
581,1,-3.1071378204768054,-57.9018548689721,
582,1,-12.909464369260608,-43.54749528096944,
583,1,-21.80871456291906,-57.15346840577213,
584,1,2.304043956473956,-60.21142346444339,
585,1,2.4468760866489605,-51.48707525660301,
586,1,-18.918924125434973,-46.13841622342697,
587,1,-14.49058910083938,-59.96537490812305,
588,1,-12.69090426063433,-49.46182344855555,
589,1,-5.575438726652014,-46.52783589909278,
590,1,-12.168354259862003,-60.650160649207365,
591,1,-2.0307764470447944,-54.704301615148665,
592,1,-4.907900639022798,-49.427867130815834,
593,1,-11.11624739910122,-52.24920594365001,
594,1,-10.821689817438429,-53.22747128805617,
595,1,-6.472586200902179,-37.27608678794583,
596,1,-14.487624660401785,-43.80324564235828,
597,1,-4.279439266252781,-62.97320397394045,
598,1,-8.643634579562239,-63.32651137518466,
599,1,-2.9397816830453385,-64.93485505987225,
600,1,-0.0761322203291277,-51.34828554520655,
601,1,-3.0847697699022296,-44.718449253819244,
602,1,-9.88438764998812,-37.01144310524422,
